urduWord,romanUrdu,devanagri,englishWord,hindiWord,wordClass,origin,englishMeaning,useInTense
وکیل,Wakeel,वक़ील,Lawyer,वकील,Noun,Arabic,Lawyer or attorney. It refers to a legal professional who provides advice and representation to clients in legal matters.,Wakeel ne apne muekkil ka case bohot hosla aur aqlmandi se lada.
مجرم,Mujrim,मुज़्रिम,Criminal,अपराधी,Noun,Arabic,Criminal or offender. It denotes a person who has been convicted of committing a crime.,Adalat ne mujrim ko uske jurm par saza sunai aur use qaid ki saza di.
جرم,Jurm,जुर्म,Crime,अपराध,Noun,Arabic,Crime or offense. It refers to an act or omission that is punishable by law.,Usne apne jurm ka ikraar kar liya aur adalat se rehm ki darkhwast ki.
حراست,Hirasat,हिरासत,Arrest,गिरफ़्तारी,Noun,Arabic,Arrest or custody. It signifies the act of detaining or holding someone in custody by legal authority.,Mujrim ko hirasat mein le kar police us se tafeesh kar rahi hai taake asal waqiat ka pata chal sake.
التجا,Iltija,इल्तिजा,Request,अनुरोध,Noun,Arabic,Request or plea. It denotes a sincere and earnest request made to someone.,Usne judge se iltija ki ke usay rehai di jaye kyunki usne koi jurm nahi kiya.
تاہم,Taaham,ताहम,However,तथापि,Noun,Arabic,Assumption or hypothesis. It refers to a supposition or theory based on limited evidence.,"Taaham, humein har faislay ko soch samajh kar lena chahiye taake koi nuksaan na ho."
ناقدین,Naqadeen,नक़दीन,Critics,प्रमुख,Noun,Arabic,"Critics or reviewers. It refers to individuals who evaluate and comment on the quality of something, such as a performance or work of art.",Naqqadeen ne uski performance par bohot se tabsire kiye jo uske kaam ko behtar banane mein madadgar sabit hue.
مداخلت,Mudakhlat,मुदाख़लत,Delay,विलंब,Noun,Arabic,Delay or postponement. It signifies the act of postponing or putting off something to a later time.,Kisi bhi kaam mein ghair zaroori mudakhlat se bachna chahiye taake kaam behtari se ho sake.
مذاق,Mazaq,मज़ाक़,Joke,विनोद,Noun,Arabic,Joke or humor. It denotes something said or done to provoke laughter or amusement.,"Har baat ko mazaq mein lena achi baat nahi, kuch cheezain sanjeedgi se lene ki zaroorat hoti hai."
متعدد,Mutadid,मुतादिद,Multiple,अनेक,Adjective,Arabic,Various or diverse. It describes something that is varied or encompasses different kinds or types.,"Usne mutadid mushkilein sahi, magar apne azm aur himmat se kabhi peeche nahi hata."
تنصیبات,Tansibaat,तंसीबात,Arrangements,व्यवस्था,Noun,Arabic,Connections or relations. It refers to the links,Nayi tansibaat se mulk mein taraqqi aur izafa hoga jo sabke liye mufeed hoga.
نظام,Nizaam,निज़ाम,System,प्रणाली,Noun,Arabic,System or arrangement. It refers to an organized and structured way of doing things.,Nizaam ki behtari ke liye hamesha naye tareeqe dhoondne chahiye aur un par amal karna chahiye.
جزوی,Juzwi,जुज़वी,Partial,आंशिक,Adjective,Arabic,Partial or segmental. It denotes something that is related to a part or segment.,Juzwi tabdilion se bhi kabhi kabhi bade asraat hote hain jo aage chalkar fayda mand sabit hote hain.
بحال,Bahal,बहाल,Resolved,निर्णयित,Adjective,Arabic,Available or accessible. It signifies something that is obtainable or within reach.,Har kisi ko ek doosre ko bahal rakhna chahiye taake achi aur khushgawar environment bana rahe.
 رد,rad,रद,Rejected,अस्वीकृत,Adjective,Arabic,"generally means ""rejection"" or ""refusal."" It's often used to denote a response of denial or opposition to something.",Uski baat ka moassir rad diya gaya jo sabko samajh mein aaya aur maan bhi gaya.
موصول,Mosoool,मुसूल,Received,प्राप्ति ,Adjective,Arabic,Obtained or acquired. It denotes something that has been received or obtained.,Mujhe aapki taraf se bheja gaya mosoool mila aur main apna jawab de raha hoon.
وسطی,Wasati,वासती,Moderate,मध्यम,Adjective,Arabic,Moderate or moderate. It refers to something that is balanced or moderate in nature.,"Har faislay mein wasati soch bohot zaroori hai, taake sabke liye insaaf ho."
مجموعی,Majmuai,मजमूइ,Collective,सामूहिक,Noun,Arabic,Collective or cumulative. It signifies something that is gathered or accumulated together.,Majmuai tor par dekhain to uska performance bohot behtareen tha aur sabne uski tareef ki.
پیشراوا,Peshrowon,पेशरवा,Leader,नेता,Noun,Arabic,Leaders or front-runners. It refers to individuals who lead or take the forefront in something.,Peshrowon ke asraat hamesha naye logon par padte hain jo unke raste par chalne ki koshish karte hain.
قیادت,Qiyadat,क़ियादत,Leadership,नेतृत्व,Noun,Arabic,Leadership or guidance. It signifies the act of leading or guiding others.,Uski qiyadat mein sab team members ne mil kar kaam kiya aur project ko kamiyabi se mukammal kiya.
غیر مستحکم,Gair mustahkam,ग़ैर मुस्तहक्कम,Unstable,अस्थिर,Adjective,Arabic,Unstable or insecure. It denotes something that is not firm or secure.,Ghair mustahkam surat-e-haal mein sab ko sabr aur hosla rakna chahiye.
آمرانہ,Aamirana,आमिराना,Authoritative,प्राधान्यपूर्ण,Adjective,Arabic,Prosperous or affluent. It refers to something that is prosperous or indicative of wealth.,"Uska aamirana rawayya sab ko nagawaar guzarta tha, magar kisi mein usay roknay ki himmat nahi thi."
تقویت,Taqwiat,तक़वीअत,Strengthening,मजबूती,Noun,Arabic,Strengthening or reinforcement. It denotes the act of making something stronger or more robust.,Har shakhs ko apni taqwiat par dhyan dena chahiye taake wo mushkilat ka samna kar sake.
عالمگیریت,Aalamgeeriat,आलमगीरियत,Universality,सार्वभौमिकता,Noun,Arabic,Global or universal. It signifies something that is worldwide or encompassing the whole world.,Aalamgeeriat ka dor aaj bhi jaari hai jo hamari soch aur rawaiye par asarandaz hota hai.
میل جول,Mail jol,मैल जोल,Correlation,संबंध,Noun,Persian,Mix or blend. It denotes a mixture or combination of different elements.,Mail jol se har kaam asaan ho jata hai aur sabke dilon mein ek doosre ke liye pyar barhata hai.
اقتصادی,Iqtisadi,इक़तिसादी,Economic,आर्थिक,Adjective,Arabic,Economic or financial. It refers to something related to economy or finances.,Iqtisadi surat-e-haal ko behtar banane ke liye sahi policies aur implementation zaroori hai.
شراکت داری,Shirakat daari,शिरकत दारी,Partnership,साझेदारी,Noun,Arabic,Partnership or collaboration. It signifies a cooperative relationship or joint venture.,Shirakat daari se hamesha do parties ko faida hota hai jo dono ke liye mufeed hota hai.
نمائش,Numaish,नुमाइश,Exhibition,प्रदर्शनी,Noun,Persian,Display or exhibition. It refers to a public display or exhibition of items.,Uski paintings ki numaish mein logon ne bohot dilchaspi dikhai aur usay bohot pasand kiya.
اقدار,Aqdar,अक़्दर,Destinies,भाग्य,Noun,Arabic,Destinies or fates. It refers to the predetermined outcomes or destinies of individuals.,Humein apne aqdar ko hamesha barqarar rakhna chahiye aur un par amal bhi karna chahiye.
دل خراش,Dil kharaash,दिल ख़राश,Heartburn,जलन,Noun,Persian,Heartburn or discomfort. It denotes a feeling of discomfort or unease.,"Uske alfaz dil kharaash the, jo sun kar sabko bohot dukh pohoncha."
پامال,Paamaal,पामाल,Worn,अपमानित,Adjective,Arabic,Lame or crippled. It refers to someone who is physically impaired or disabled.,"Uske jazbaat paamaal ho gaye, magar usne himmat nahi hari aur aage badhne ka socha."
اثرات,Asraat,असरात,Effects,प्रभाव,Noun,Arabic,Effects or impacts. It denotes the consequences or effects of something.,Har cheez ke asraat hote hain jo aapki zindagi par asarandaz hote hain.
پھیلا ہوا,Phela hua,फ़ेला हुआ,Spread,फैलाव,Adjective,Persian,Spread or widespread. It signifies something that has spread extensively.,Uske kaam ka asar door door tak phela hua tha jo sab ko mutasir karta tha.
نصف کرہ,Nisf kurrah,निस्फ कुर्राह,Half,आधा,Noun,Arabic,Half-hearted. It refers to something done without enthusiasm or commitment.,"Nisf kurrah ke logon ke rehn sehn aur rawaiye mein farq hota hai, jo unki culture ka hissa hota hai."
درندہ,Darinda,दरिंदा,Beast,पशु,Adjective,Persian,Beast or brute. It denotes a wild or ferocious animal.,Jungle mein ek darinda ghusay tha jo gaon walon ke liye bohot bada khatra ban gaya tha.
جسمانی خرابی,Jismani kharabi,जिस्मानी ख़राबी,physical impairment,शारीरिक अक्षमता,Noun,Persian,Physical disability or ailment. It refers to a physical defect or disability.,Uski jismani kharabi ne usay zindagi mein bohot si mushkilein di lekin usne kabhi himmat nahi hari.
سخاوت,Sakhaawat,सखावत,Generosity,उदारता,Noun,Arabic,Generosity or benevolence. It denotes the act of being generous or charitable.,"Uski sakhaawat ka har koi mukhlooh tha, kyunki wo hamesha gareebon ki madad karta tha."
تباہ کن,Tabah kun,तबाह कुन,Devastating,विनाशकारी,Adjective,Arabic,Devastating or destructive. It signifies something that causes great destruction or devastation.,"Jang ke baad jo tabah kun manzar tha, usay dekh kar har kisi ka dil dukh gaya."
پر امید,Pur umeed,पुर उम्मीद,Hopeful,आशावादी,Adjective,Persian,Hopeful or optimistic. It denotes someone who is full of hope or optimism.,Mushkilaat ke bawajood wo hamesha pur umeed rehta aur apne doston ko bhi hosla deta.
توقف,Tawaqquf,तवाक़्क़ुफ़,halt,ठहराव,Noun,Arabic,Pause or hesitation. It refers to a temporary halt or delay in action.,Kaam mein tawaqquf ke wajah se project ki deadline miss ho gayi aur sabko bohot afsos hua.
مصائب,Masaib,मसाइब,Problems,समस्याएँ,Noun,Arabic,Hardships or difficulties. It denotes challenges or adversities faced in life.,Usne apni zindagi mein bohot se masaib sahi lekin kabhi haar nahi maani aur aage badhta raha.
تماشائی,Tamashai,तमाशाई,Spectator,दर्शक,Adjective,Persian,Spectator or onlooker. It refers to someone who watches or observes a spectacle.,Match dekhne ke liye tamashaiyun ka hujoom stadium mein umad aya tha.
زخم,Zakhm,ज़ख़्म,Wound,घाव,Noun,Arabic,Wound or injury. It signifies a physical injury or wound.,Road accident mein wo zakheem ho gaya aur use foran hospital le jaya gaya.
برداشت,Bardasht,बर्दाश्त,Tolerance,सहनशीलता,Noun,Persian,Tolerance or endurance. It signifies the ability to tolerate or endure hardships.,Usne bohot kuch bardasht kiya lekin kabhi kisi se apne dil ka dukh nahi bataya.
بکھمت,Bakhmat,बख़मत,Pillow,तकिया,Adjective,Arabic,Greatness or grandeur. It refers to something that is majestic or impressive.,Har mushkil ke bawajood usne apne kaam ko bakhmat anjam diya aur kamiyabi hasil ki.
ڈھیر,Dhair,धैर,Heap,ढेर,Noun,Persian,Threshold or limit. It signifies the point at which something begins or changes.,Uski kitabon ka dhair dekh kar lagta tha ke wo bohot zyada ilm rakhta hai.
خون آلود,Khoon aalood,ख़ून आलूद,Bloodstained,रक्तसंचित,Adjective,Persian,Blood-stained or bloody. It denotes something that is stained with blood.,Accident ke baad uske kapde khoon aalood ho gaye the jo bohot hi khofnaak manzar tha.
وسط,Wast,वास्त,Middle,मध्य,Noun,Arabic,Middle or midst. It refers to the middle or central part of something.,Uska wast city ke bohot se logon ke sath tha jo uski madad karte rehte the.
مدت,Muddat,मुद्दत,Period,अवधि,Noun,Arabic,Period or duration. It denotes a specific period or duration of time.,Ek lambi muddat ke baad wo wapas apne watan aya aur sab se mulaqat ki.
برتری,Bartari,बरतरी,Progress,प्रगति,Noun,Persian,Superiority or excellence. It signifies superiority or being of high quality.,Usne apni bartari ka ghalat faida uthaya aur sab par hukoomat karne ki koshish ki.
نمائندہ,Numayinda,नुमाइंदा,Representative,प्रतिनिधि,Noun,Arabic,Representative or delegate. It refers to someone who represents others or a group.,Usay team ka numayinda banaya gaya taake wo sabke masail hal kar sake.
نشست,Nishast,निशास्त,position,स्थान,Noun,Persian,Assembly or gathering. It denotes a formal gathering or meeting.,Conference ki nishast mein bohot se log shamil hue aur apne khayalat ka izhar kiya.
ہولناک,Holnaak,होलनाक,Horrifying,भयानक,Adjective,Persian,Horrifying or dreadful. It signifies something that is extremely frightening or terrifying.,"Jang ke baad jo holnaak manzar tha, usay dekh kar har kisi ka dil dukh gaya."
اعضاء,Azaa,अज़ा,Organ,अंग,Noun,Arabic,"Grief or mourning. It refers to the feeling of sorrow or sadness, especially after a loss.",Jang mein apne azaa gawane walon ke liye hukoomat ne kuch imdadi raqam ka elan kiya.
موقع,Moqa,मोक़ा,Opportunity,अवसर,Noun,Arabic,Opportunity or chance. It denotes a favorable time or opportunity.,Usne apne aap ko sabit karne ka moqa nahi chhoda aur har waqt mehnat karta raha.
دلچسپ,Dilchasp,दिलचस्प,Interesting,रोचक,Noun,Persian,Interesting or fascinating. It signifies something that is captivating or intriguing.,Uski kahaniyan itni dilchasp hoti hain ke har koi unhein sunne ke liye betaab rehta hai.
نشر,Nashar,नशर,Publishing,प्रकाशन,Noun,Arabic,Dissemination or distribution. It refers to the spreading or distribution of something.,Uski likhi hui kitaab ko nashar kar diya gaya aur logo ne usay bohot pasand kiya.
متنازی,Mutanazy,मुतानाज़ी,corresponding,तदनुसार,Adjective,Arabic,Ordered or arranged. It denotes something that is organized or put in order.,Mutanazy faislay ne sabko hairan kar diya aur bohot se sawalat uthaye.
متنازع,Mutanazay,मुतनाज़े,Controversies,विवाद,Adjective,Arabic,Contradictory or conflicting. It refers to things that are in opposition or conflict with each other.,Wo hamesha mutanazay harkaat karta rehta tha jo logo ko pasand nahi aati thi.
حرکات,Harkaat,हरकात,Movement,आंदोलन,Noun,Arabic,Action or movement. It signifies physical or mental activity.,Uski harkaat ne sabko hairan kar diya aur sabko us par shak hone laga.
بدتمیز,Badtameez,बदतमीज़,Rude,अशिष्ट,Adjective,Persian,Rude or impolite. It denotes someone who lacks manners or is disrespectful.,Uski badtameez harkaaton ki wajah se usay school se nikal diya gaya.
احرام,Ahraam,अहराम,Sanctuary,आश्रयस्थल,Noun,Arabic,Ritual attire worn during Hajj. It refers to the white clothing worn by pilgrims during the Hajj pilgrimage.,Misr ke ahraam duniya ke azeem tareen tajziyat mein se hain jo logon ko hairat mein daal dete hain.
دھجیاں,Dhajiyan,धजियां,Clamor,कोलाहल,Noun,Persian,Disturbance or disruption. It denotes a state of unrest or disturbance.,Uski dhajiyan ud gayi jab usne sachai ka samna kiya aur apni ghalti maani.
مٹرگشتی,Matargashti,मतरगश्ती,Strolling,सैर,Noun,Persian,Roaming or wandering. It signifies aimless or leisurely wandering.,Usne doston ke sath puri raat matargashti ki aur subah tak ghar nahi aya.
لہجہ,Lehza,लहज़ा,Moment,क्षण,Noun,Persian,Moment or instant. It refers to a brief period of time or moment.,Uske lehza mein aisi narmi thi ke har koi us se baat karne ko beqarar rehta tha.
عمارت,Imarat,इमारत,Building,भवन,Noun,Arabic,Building or structure. It denotes a constructed edifice or building.,Sheher ki sab se oonchi imarat ko dekh kar sab log hairan reh gaye.
قلت,Qillat,क़िल्लत,Scarcity,अभाव,Noun,Arabic,Scarcity or shortage. It refers to a lack or deficiency of something.,Paani ki qillat se sheher mein bohot se masail paida ho gaye hain.
 موسم بہار,Mausam-e-bahaar,मौसम-ए-बहार,Spring,वसंत,Noun,Persian,Spring season. It denotes the season of spring.,Mausam-e-bahaar mein phool khil uthte hain aur har taraf khushbu phail jati hai.
نتیجہ,Natija,नतीज़ा,Result,परिणाम,Noun,Arabic,Result or outcome. It refers to the consequence or result of an action.,Mehnat aur lagan ka natija hamesha achha hota hai jo har kisi ko khushi deta hai.
نغمہ,Naghma,नग़्मा,Melody,सुर,Noun,Persian,Melody or tune. It signifies a musical composition or song.,Uska naghma sun kar sabhi log wah wah kar uthe aur usay puri ki puri pasand kiya.
خدشہ,Khadsha,ख़द्शा,Fear,डर,Noun,Arabic,Fear or apprehension. It denotes a feeling of fear or anxiety.,Usko ye khadsha tha ke uski mehnat ka phal usay nahi milega lekin usne himmat nahi hari.
اہلیت,Ahliyat,अहलियत,Capacity,योग्यता,Noun,Arabic,Capability or competence. It refers to the ability or competence to do something.,Uski ahliyat ko dekhte hue usay nayi zimmedariyan sonpi gayi.
لیاقت,Liyaaqat,लियाक़त,Capability,कुशलता,Noun,Arabic,Eligibility or suitability. It signifies the quality of being eligible or suitable for something.,Uski liyaaqat sabit karti hai ke wo is maqam ke laayak hai aur isay hasil kar sakta hai.
صلاحیت,Salahiyat,सलाहियत,Ability,क्षमता,Noun,Arabic,Capability or ability. It denotes the capacity or skill to do something.,Har shakhs ko apni salahiyat ka ilaj hona chahiye taake wo zindagi mein kamiyabi hasil kar sake.
قابلیت,Qaabiliyat,क़ाबिलियत,Potential,योग्यता,Noun,Arabic,Capability or potential. It refers to the capability or potential to achieve something.,Usne apni qaabiliyat se sabko mutasir kiya aur apni pehchaan banayi.
بوسیدہ,Boseeda,बोसीदा,dilapidated,जीर्ण-शीर्ण,Adjective,Persian,Isolated or secluded. It denotes something that is cut off or separated from others.,Boseeda cheezain hamesha tor phor ka shikar hoti hain jo kaafi mushkilein paida karti hain.
انتخاب,Intikhaab,इंतिख़ाब,Selection,चयन,Noun,Arabic,Selection or choice. It signifies the act of choosing or selecting.,Har faislay mein intikhaab ki bohot ahmiyat hoti hai jo sabke liye mufeed hota hai.
منتخب,Muntakhab,मुंतख़ाब,Chosen,चुना,Adjective,Arabic,Selected or chosen. It denotes something that has been chosen or selected.,Usay team ka muntakhab captain banaya gaya jo sabke liye khushi ka mauqa tha.
سراغ,Suraag,सुराग,Clue,संकेत,Noun,Arabic,Clue or hint. It refers to a trace or indication that leads to understanding or discovery.,Police ne mujrim ka suraag lagane ke liye har mumkin koshish ki jo aakhir kaar kaamyab rahi.
تفتیش,Tafteesh,तफ़्तीश,Investigation,जांच,Noun,Arabic,Investigation or inquiry. It denotes the act of investigating or making inquiries.,Tafteesh ke doran bohot se naye saboot samne aaye jo case ko hal karne mein madadgar sabit hue.
اشکال,Ishkaal,इश्क़ाल,objection,आपत्ति,Noun,Arabic,Problem or difficulty. It refers to an issue or concern that poses a challenge.,Ishkaal ke bawajood usne apna kaam mukammal kiya aur sabko mutasir kiya.
جزیرہ,Jazira,ज़ज़ीरा,Island,द्वीप,Noun,Arabic,Island or peninsula. It denotes a piece of land surrounded by water.,Us jazira ki khoobsurati dekhne layak hai jo har saal bohot se tourists ko apni taraf khenchti hai.
حباب,Habaab,हबाब,Bubbles,बुलबुले,Noun,Arabic,Dust storm or whirlwind. It refers to a swirling mass of dust carried by the wind.,"Hawa mein udte hue habaab bachon ko bohot pasand aate hain, wo unko dekh kar khushi se jhoom uthte hain."
ترتیب,Tarteeb,तर्तीब,Arrangement,व्यवस्था,Noun,Arabic,Order or sequence. It signifies the arrangement or sequence of things.,Kamray mein samaan ko sahi tarteeb se rakhna zaroori hai taake sab cheezain asani se mil sakein.
مرتب,Murattab,मुरत्तब,Organized,व्यवस्थित,Adjective,Arabic,Arranged or organized. It denotes something that is well-arranged or organized.,Usne apne research paper ko bohot achi tarah murattab kiya taake har koi use asani se samajh sake.
حلقہ,Halqa,हल्का,Circle,वृत्त,Noun,Arabic,Circle or group. It refers to a group of people or things arranged in a circle.,Uske doston ka halqa itna bara hai ke har kisi ko uska sath pasand hai.
ہلکا,Halka,हाल्का,light/Mild,हल्का,Adjective,Persian,Light or mild. It signifies something that is gentle or not intense.,Subah ki halki dhoop mein garden mein baithna bohot hi sukoon ka baais hai.
قرار,Qaraar,क़रार,Rest,आराम,Noun,Arabic,Rest or peace. It denotes a state of calmness or tranquility.,Usne ek mustaqil qaraar kar liya ke wo apni parhai mukammal karke hi dam lega.
عزلت,Uzlat,उज़लत,Solitude,एकांत,Noun,Arabic,Solitude or seclusion. It refers to the state of being alone or in seclusion.,Ek muddat tak uzlat mein rehne ke baad usne apne purane doston se mulaqat ki.
کلام,Kalaam,कलाम,Speech,भाषण,Noun,Arabic,Speech or discourse. It denotes spoken words or a verbal communication.,Uska kalaam sunne ke baad sab log wah wah kar uthe kyunki uski shayari dil ko chu gayi.
تحریر,Tahreer,तहरीर,Composition,रचना,Noun,Arabic,Composition or writing. It signifies a written composition or literary work.,Uski tahreer mein aisa asar tha ke har koi uski taraf khenchta chala jata.
بے شعور,Be-shu'oor,बे-शुऊर,unaware,मूर्ख ,Adjective,Persian,Unconscious or unaware. It refers to a state of being unconscious or unaware.,Be-shu'oor tor par hum bohot si galtiyan kar baithte hain jo baad mein hamein samajh aati hain.
با شعور,Ba-shu'oor,बा-शुऊर,aware,समझदार,Adjective,Persian,Conscious or aware. It denotes a state of being conscious or aware.,Ek ba-shu'oor insaan hamesha soch samajh kar faislay karta hai.
بے قصور,Be-Qusoor,बे-क़ुसूर,Innocent,निर्दोष,Adjective,Persian,Innocent or blameless. It refers to someone who is not guilty or at fault.,Wo be-qusoor tha lekin us par lagay ilzaam ne uski zindagi ko mushkil bana diya.
با قصور,Ba-Qusoor,बा-क़ुसूर,Guilty,दोषी,Adjective,Persian,Guilty or culpable. It denotes someone who is at fault or responsible for wrongdoing.,Mujrim ko ba-qusoor sabit karne ke liye lawyer ne bohot si dalail pesh ki.
اختتام,Ikhtitaam,इख़्तिताम,Conclusion,निष्कर्ष,Noun,Arabic,Conclusion or ending. It signifies the end or conclusion of something.,Conference ka ikhtitaam ek zabardast musical performance se hua jo sabko pasand aayi.
مشغول,Mashgool,मशगूल,Busy,व्यस्त,Adjective,Arabic,Occupied or busy. It refers to someone who is engaged in an activity or occupation.,Wo apni kitaabon mein itna mashgool tha ke usay waqt ka pata hi nahi chala.
فسانہ,Fasana,फ़साना,Fiction,कहानी,Noun,Persian,Tale or story. It denotes a narrative or story.,Usne ek purani fasana sunai jo bohot hi dilchasp thi aur sabko pasand aayi.
ہم نفس,Ham-nafs ,हम-नफ़स,Like-minded,समान मनोवृत्ति,Noun,Persian,Like-minded or kindred spirit. It refers to someone who shares similar thoughts or feelings.,Usne apne ham-nafas dost ke saath apne sab raaz share kiye jo uske liye bohot khass tha.
مژدہ,Muzhda,मुज़दा,issue,विषय,Noun,Persian,Announcement or declaration. It signifies a formal announcement or proclamation.,Usne apne doston ko nayi job milne ka muzhda suna kar sabko khush kar diya.
قضا,Qaza,क़ज़ा,Fate,भाग्य,Noun,Arabic,Fate or destiny. It refers to something that is preordained or destined.,"Qaza ko koi taal nahi sakta, har insaan ko apni qaza ka intezar karna padta hai."
دستار,Dastaar,दस्तार,Turban,पगड़ी,Noun,Persian,Turban or headgear. It denotes a traditional headgear worn in various cultures.,Usne apne walid ki dastaar ko bohot izzat se sambhal kar rakha tha.
جفا,Jafa,जफ़ा,Betrayal,विश्वासघात,Noun,Arabic,"refers to ""betrayal"" or ""infidelity."" It signifies an act of disloyalty or unfaithfulness towards someone.",Usne apne doston ke sath ki gayi jafa ko kabhi maaf nahi kiya aur hamesha yaad rakha.
اقتدار,Iqtidaar,इक़्तिदार,Authority,अधिकार,Noun,Arabic,Authority or power. It denotes the ability or right to control or command.,Hukoomat ka iqtidaar hamesha insaf par mabni hona chahiye taake sab log khush rahein.
حاکمیت,Haakimiyat,हाक़िमियत,Governance,शासन,Noun,Arabic,Sovereignty or rulership. It signifies supreme authority or rulership.,Usne apni haakimiyat ke doran bohot se masail hal kiye jo logon ke liye mufeed sabit hue.
توانگر,Tawangar,तवंगर,Authority,सशक्त,Noun,Persian,Authority or control. It refers to dominance or influence over something.,Wo tawangar admi tha lekin hamesha gareebon ki madad karta tha.
شوریدہ,Shoreeda,शोरीदा,Stingy,कंजूस,Adjective,Persian,Ruthless or harsh. It denotes something that is severe or without mercy.,Uske shoreeda rawayya ne sabko pareshan kar diya aur har koi us se door rehne laga.
حرج,Harj,हर्ज,Trouble,विपत्ति,Noun,Arabic,Trouble or distress. It refers to a state of difficulty or trouble.,"Harj ki koi zaroorat nahi, agar hum sab mil kar kaam karein to sab masail hal ho sakte hain."
ثبات,Sabaat,सबात,Stability,स्थिरता,Noun,Arabic,Stability or steadfastness. It signifies firmness or constancy.,Har mushkilat ka sab se behtareen hal sabaat aur sabr mein chhupa hota hai.
اغیار,Agyaar,आग़्यार,Strangers,अपरिचित,Noun,Arabic,Enemies or adversaries. It denotes opponents or those against someone.,Aghyaar ke samne apne raaz kholna hamesha nuksan deh hota hai.
پناہ,Panah,पनाह,Shelter,आश्रय,Noun,Persian,Refuge or shelter. It refers to a place of safety or protection.,Usne ek mandir mein panah le li kyunki wo apne dushmanon se bachna chahta tha.
مضطرب,Muztarib,मुज़्तरिब,Disturbed,चिंतित,Adjective,Arabic,Disturbed or agitated. It signifies someone who is troubled or anxious.,Uske dil mein muztarib jazbat thay jo usay chain se baithne nahi dete thay.
شاد,Shaad,शाद,Happy,खुश,Adjective,Persian,Happy or joyful. It denotes someone who is cheerful or content.,Usne apni kamiyabi ki khushi mein ek party rakhi aur sab ko shaad kar diya.
لمس,Lams,लम्स,Touch,स्पर्श,Noun,Arabic,Touch or contact. It refers to physical contact or touching.,Uske lams mein aisa asar tha ke wo har kisi ko apna diwana bana leta.
گام,Gaam,गाम,Step,पद,Noun,Persian,Step or pace. It denotes a measure of distance or a step in walking.,"Har naya gaam jo wo uthata tha, uske liye kamiyabi ka zariya banta tha."
شہسوار,Shah-svaar,शाहसवार,Rider,घुड़सवार,Noun,Persian,Rider or horseman. It refers to someone who rides a horse.,Uske shah-svaar honay ke jazbat ne usay mushkil raahon par bhi chalna sikha diya.
شرم,Sharm,शर्म,shyness,लज्जा,Noun,Persian,Shame or embarrassment. It denotes the feeling of embarrassment or shame.,Usay apni galti ka ehsaas hua aur usne sharm se apna sir jhuka liya.
پنجر,Pinjar,पिंजर,Cage,पिंजरा,Noun,Persian,Cage or confinement. It signifies a cage or an enclosed space.,Usne apne pinjar ko itna mazboot banaya ke koi bhi usay tod nahi sakta.
قطار,Qataar,क़तार,Queue,सरंदाज़,Noun,Arabic,Queue or line. It refers to a line or row of people or things.,Railway station par ticket lene walon ki qataar bohot lambi thi.
ترجیح,Tarjeeh,तर्ज़ीह,Preference,पसंद,Noun,Arabic,Preference or priority. It denotes giving preference or priority to something.,Usne apni tarjeeh hamesha apne kaam ko di taake wo kamiyab ho sake.
سیاست,Siyasat,सियासत,Politics,राजनीति,Noun,Arabic,Politics or policy. It refers to the art or science of governance.,Siyasat mein aane ka faisla uske liye bohot se naye darwaze kholta gaya.
حکومت,Hukumat,हुकूमत,Government,सरकार,Noun,Arabic,Government or administration. It denotes the ruling authority or governance.,Har mulk ki hukumat ka farz hota hai ke wo apne awaam ki khidmat kare.
وزیر,Wazir,वज़ीर,Minister,मंत्री,Noun,Arabic,Minister or advisor. It refers to a high-ranking official or advisor.,Usne mulk ka wazir banne ka khwab dekha aur apni mehnat se wo is maqam tak pohanch gaya.
صدر,Sadar,सदर,President,राष्ट्रपति,Noun,Arabic,President or leader. It signifies a leader or the head of an organization.,Sadar ka kaam hota hai ke wo mulk ki khushhali aur taraqqi ke liye kaam kare.
وزیر اعظم,Wazir-e-Azam,वज़ीर-ए-आज़म,Primeminister,प्रधानमंत्री, Noun,Arabic,Prime Minister. It denotes the head of government in parliamentary systems.,Wazir-e-Azam ne qaum se khitaab karte hue naye reforms ka elan kiya.
جمہوریت,Jamhooriyat,जमहूरियत,Democracy,लोकतंत्र,Noun,Arabic,Democracy or republic. It signifies a system of government where power is held by the people.,Jamhooriyat mein har shakhs ko apna haq milta hai aur wo apne faislay khud kar sakta hai.
آمریت,Amriyat,अमरियत,Authoritarianism,अधिकारवाद,Noun,Arabic,Authoritarianism or dictatorship. It refers to a system of government where power is concentrated in one authority.,Amriyat ke doran logon ko bohot si mushkilein uthani padti hain kyunki unke paas azadi nahi hoti.
آئین,Aaeen,आईन,Constitution,संविधान,Noun,Arabic,Constitution or law. It denotes a legal document outlining fundamental principles of governance.,Har mulk ka apna aaeen hota hai jo uske qanoon ko samajhne mein madad karta hai.
سیاستدان,Siyasatdan,सियासतदान,Politician,राजनेता,Noun,Arabic,Politician or statesman. It refers to a person involved in politics or governance.,Siyasatdan ka farz hota hai ke wo apne mulk ki khidmat kare aur logon ke masail hal kare.
جماعت,Jamaat,जमात,Community,समुदाय,Noun,Arabic,Group or community. It denotes a group of people or an organized community.,Usne apne doston ke sath mil kar ek nayi jamaat banayi jo logon ki madad karti thi.
